Thu Feb 14 05:08:55 UTC 2019  202  63  71  
Thu Feb 14 05:09:08 UTC 2019  202  74  63  
Thu Feb 14 05:09:21 UTC 2019  202  76  66  
Thu Feb 14 05:09:34 UTC 2019  202  76  86  
Thu Feb 14 05:09:46 UTC 2019  202  66  89  
Thu Feb 14 05:09:58 UTC 2019  202  89  75  
Thu Feb 14 05:10:11 UTC 2019  202  75  74  
Thu Feb 14 05:10:24 UTC 2019  202  58  70  
Thu Feb 14 05:10:37 UTC 2019  202  82  80  
Thu Feb 14 05:10:51 UTC 2019  202  74  78  
Thu Feb 14 05:11:04 UTC 2019  202  79  87  
Thu Feb 14 05:11:17 UTC 2019  202  73  75  
Thu Feb 14 05:11:30 UTC 2019  202  81  73  
Thu Feb 14 05:11:43 UTC 2019  202  84  78  
Thu Feb 14 05:11:56 UTC 2019  202  50  85  
Thu Feb 14 05:12:08 UTC 2019  201  59  90  
Thu Feb 14 05:12:21 UTC 2019  201  56  59  
Thu Feb 14 05:12:34 UTC 2019  202  78  75  
Thu Feb 14 05:12:46 UTC 2019  202  58  81  
Thu Feb 14 05:12:58 UTC 2019  201  30  29  
Thu Feb 14 05:13:09 UTC 2019  201  38  32  
Thu Feb 14 05:13:21 UTC 2019  202  46  45  
Thu Feb 14 05:13:32 UTC 2019  201  46  58  
Thu Feb 14 05:13:44 UTC 2019  202  24  47  
Thu Feb 14 05:13:55 UTC 2019  202  31  36  
Thu Feb 14 05:14:06 UTC 2019  202  31  28  
Thu Feb 14 05:14:18 UTC 2019  202  24  33  
Thu Feb 14 05:14:29 UTC 2019  201  36  35  
Thu Feb 14 05:14:40 UTC 2019  202  33  42  
Thu Feb 14 05:14:51 UTC 2019  202  21  19  
Thu Feb 14 05:15:02 UTC 2019  202  26  31  
Thu Feb 14 05:15:14 UTC 2019  202  44  29  
Thu Feb 14 05:15:25 UTC 2019  202  45  42  
Thu Feb 14 05:15:36 UTC 2019  201  25  33  
Thu Feb 14 05:15:47 UTC 2019  202  31  26  
Thu Feb 14 05:15:59 UTC 2019  202  26  33  
Thu Feb 14 05:16:10 UTC 2019  202  27  22  
Thu Feb 14 05:16:21 UTC 2019  202  28  27  
Thu Feb 14 05:16:32 UTC 2019  201  25  23  
Thu Feb 14 05:16:44 UTC 2019  202  24  38  
Thu Feb 14 05:16:55 UTC 2019  202  27  44  
Thu Feb 14 05:17:06 UTC 2019  202  26  28  
Thu Feb 14 05:17:17 UTC 2019  202  30  28  
Thu Feb 14 05:17:28 UTC 2019  201  38  41  
Thu Feb 14 05:17:40 UTC 2019  201  42  26  
Thu Feb 14 05:17:51 UTC 2019  201  17  26  
Thu Feb 14 05:18:02 UTC 2019  201  27  24  
Thu Feb 14 05:18:13 UTC 2019  201  28  40  
Thu Feb 14 05:18:25 UTC 2019  201  36  38  
Thu Feb 14 05:18:36 UTC 2019  201  38  67  
Thu Feb 14 05:18:47 UTC 2019  201  26  29  
Thu Feb 14 05:18:58 UTC 2019  201  24  50  
Thu Feb 14 05:19:10 UTC 2019  201  27  28  
Thu Feb 14 05:19:21 UTC 2019  201  33  34  
Thu Feb 14 05:19:32 UTC 2019  201  33  38  
Thu Feb 14 05:19:43 UTC 2019  201  30  22  
Thu Feb 14 05:19:55 UTC 2019  201  22  36  
Thu Feb 14 05:20:06 UTC 2019  201  43  43  
Thu Feb 14 05:20:18 UTC 2019  202  75  83  
Thu Feb 14 05:20:30 UTC 2019  202  86  89  
Thu Feb 14 05:20:43 UTC 2019  201  70  81  
Thu Feb 14 05:20:56 UTC 2019  202  81  88  
Thu Feb 14 05:21:08 UTC 2019  201  70  75  
Thu Feb 14 05:21:21 UTC 2019  202  39  83  
Thu Feb 14 05:21:33 UTC 2019  202  84  81  
Thu Feb 14 05:21:45 UTC 2019  201  67  73  
Thu Feb 14 05:21:58 UTC 2019  202  67  68  
Thu Feb 14 05:22:10 UTC 2019  201  71  77  
Thu Feb 14 05:22:24 UTC 2019  201  76  73  
Thu Feb 14 05:22:36 UTC 2019  202  74  81  
Thu Feb 14 05:22:49 UTC 2019  201  84  89  
Thu Feb 14 05:23:02 UTC 2019  202  89  89  
Thu Feb 14 05:23:15 UTC 2019  201  76  78  
Thu Feb 14 05:23:27 UTC 2019  202  85  89  
Thu Feb 14 05:23:40 UTC 2019  202  81  74  
Thu Feb 14 05:23:53 UTC 2019  201  75  83  
Thu Feb 14 05:24:05 UTC 2019  202  67  70  
Thu Feb 14 05:24:18 UTC 2019  202  83  76  
Thu Feb 14 05:24:30 UTC 2019  202  71  73  
Thu Feb 14 05:24:42 UTC 2019  202  76  71  
Thu Feb 14 05:24:55 UTC 2019  201  72  83  
Thu Feb 14 05:25:08 UTC 2019  202  84  75  
Thu Feb 14 05:25:20 UTC 2019  202  87  69  
Thu Feb 14 05:25:33 UTC 2019  202  76  78  
Thu Feb 14 05:25:45 UTC 2019  202  88  83  
Thu Feb 14 05:25:58 UTC 2019  201  62  88  
Thu Feb 14 05:26:10 UTC 2019  202  71  60  
Thu Feb 14 05:26:23 UTC 2019  202  81  74  
Thu Feb 14 05:26:35 UTC 2019  202  63  69  
Thu Feb 14 05:26:47 UTC 2019  202  73  65  
Thu Feb 14 05:27:00 UTC 2019  201  70  89  
Thu Feb 14 05:27:13 UTC 2019  202  80  81  
Thu Feb 14 05:27:25 UTC 2019  202  73  55  
Thu Feb 14 05:27:38 UTC 2019  202  71  79  
Thu Feb 14 05:27:50 UTC 2019  202  59  72  
Thu Feb 14 05:28:03 UTC 2019  202  75  70  
Thu Feb 14 05:28:15 UTC 2019  201  80  82  
Thu Feb 14 05:28:28 UTC 2019  201  73  68  
Thu Feb 14 05:28:41 UTC 2019  202  84  85  
Thu Feb 14 05:28:54 UTC 2019  202  66  85  
Thu Feb 14 05:29:07 UTC 2019  202  70  77  
Thu Feb 14 05:29:20 UTC 2019  201  84  85  
Thu Feb 14 05:29:33 UTC 2019  202  85  88  
Thu Feb 14 05:29:45 UTC 2019  202  88  74  
Thu Feb 14 05:29:58 UTC 2019  202  85  69  
Thu Feb 14 05:30:11 UTC 2019  202  59  65  
Thu Feb 14 05:30:25 UTC 2019  201  72  71  
Thu Feb 14 05:30:38 UTC 2019  201  71  89  
Thu Feb 14 05:30:50 UTC 2019  202  63  84  
Thu Feb 14 05:31:03 UTC 2019  201  84  73  
Thu Feb 14 05:31:16 UTC 2019  201  80  77  
Thu Feb 14 05:31:29 UTC 2019  201  87  90  
Thu Feb 14 05:31:42 UTC 2019  201  88  76  
Thu Feb 14 05:31:55 UTC 2019  201  39  44  
Thu Feb 14 05:32:06 UTC 2019  201  40  40  
Thu Feb 14 05:32:18 UTC 2019  201  38  42  
Thu Feb 14 05:32:29 UTC 2019  200  50  58  
Thu Feb 14 05:32:41 UTC 2019  200  40  36  
Thu Feb 14 05:32:52 UTC 2019  201  40  36  
Thu Feb 14 05:33:03 UTC 2019  201  50  33  
Thu Feb 14 05:33:15 UTC 2019  201  26  33  
Thu Feb 14 05:33:26 UTC 2019  201  18  28  
Thu Feb 14 05:33:37 UTC 2019  201  26  31  
Thu Feb 14 05:33:48 UTC 2019  201  33  33  
Thu Feb 14 05:33:59 UTC 2019  201  33  33  
Thu Feb 14 05:34:11 UTC 2019  201  26  31  
Thu Feb 14 05:34:22 UTC 2019  201  19  19  
Thu Feb 14 05:34:33 UTC 2019  201  28  26  
Thu Feb 14 05:34:44 UTC 2019  201  31  33  
Thu Feb 14 05:34:56 UTC 2019  201  38  42  
Thu Feb 14 05:35:07 UTC 2019  201  31  22  
Thu Feb 14 05:35:18 UTC 2019  201  26  40  
Thu Feb 14 05:35:29 UTC 2019  201  35  38  
Thu Feb 14 05:35:41 UTC 2019  201  28  30  
Thu Feb 14 05:35:52 UTC 2019  201  36  30  
Thu Feb 14 05:36:03 UTC 2019  201  42  42  
Thu Feb 14 05:36:14 UTC 2019  201  22  36  
Thu Feb 14 05:36:26 UTC 2019  201  40  22  
Thu Feb 14 05:36:37 UTC 2019  201  24  44  
Thu Feb 14 05:36:48 UTC 2019  201  33  47  
Thu Feb 14 05:36:59 UTC 2019  201  33  47  
Thu Feb 14 05:37:11 UTC 2019  201  30  27  
Thu Feb 14 05:37:22 UTC 2019  201  22  44  
Thu Feb 14 05:37:33 UTC 2019  201  26  33  
Thu Feb 14 05:37:45 UTC 2019  201  28  40  
Thu Feb 14 05:37:56 UTC 2019  201  23  33  
Thu Feb 14 05:38:07 UTC 2019  201  18  26  
Thu Feb 14 05:38:18 UTC 2019  201  24  27  
Thu Feb 14 05:38:29 UTC 2019  201  38  33  
Thu Feb 14 05:38:41 UTC 2019  201  28  36  
Thu Feb 14 05:38:52 UTC 2019  201  32  42  
Thu Feb 14 05:39:03 UTC 2019  201  27  33  
Thu Feb 14 05:39:14 UTC 2019  201  35  29  
Thu Feb 14 05:39:26 UTC 2019  201  31  24  
Thu Feb 14 05:39:37 UTC 2019  201  31  31  
Thu Feb 14 05:39:48 UTC 2019  201  36  33  
Thu Feb 14 05:39:59 UTC 2019  201  54  42  
Thu Feb 14 05:40:11 UTC 2019  201  30  24  
Thu Feb 14 05:40:22 UTC 2019  201  25  26  
Thu Feb 14 05:40:33 UTC 2019  201  46  26  
Thu Feb 14 05:40:44 UTC 2019  201  33  33  
Thu Feb 14 05:40:56 UTC 2019  201  58  42  
Thu Feb 14 05:41:07 UTC 2019  201  28  24  
Thu Feb 14 05:41:18 UTC 2019  201  28  26  
Thu Feb 14 05:41:29 UTC 2019  201  22  42  
Thu Feb 14 05:41:41 UTC 2019  200  42  33  
Thu Feb 14 05:41:52 UTC 2019  201  25  42  
Thu Feb 14 05:42:03 UTC 2019  201  28  30  
Thu Feb 14 05:42:14 UTC 2019  201  31  24  
Thu Feb 14 05:42:26 UTC 2019  201  38  30  
Thu Feb 14 05:42:37 UTC 2019  200  35  30  
Thu Feb 14 05:42:48 UTC 2019  200  36  17  
Thu Feb 14 05:42:59 UTC 2019  201  31  31  
Thu Feb 14 05:43:11 UTC 2019  201  42  36  
Thu Feb 14 05:43:22 UTC 2019  201  26  31  
Thu Feb 14 05:43:33 UTC 2019  201  22  38  
Thu Feb 14 05:43:44 UTC 2019  201  27  33  
Thu Feb 14 05:43:56 UTC 2019  200  26  24  
Thu Feb 14 05:44:07 UTC 2019  201  33  33  
Thu Feb 14 05:44:18 UTC 2019  201  38  0  
Thu Feb 14 05:44:29 UTC 2019  201  27  37  
Thu Feb 14 05:44:41 UTC 2019  201  30  24  
Thu Feb 14 05:44:52 UTC 2019  201  26  26  
Thu Feb 14 05:45:03 UTC 2019  201  42  36  
Thu Feb 14 05:45:14 UTC 2019  201  50  43  
Thu Feb 14 05:45:26 UTC 2019  201  24  19  
Thu Feb 14 05:45:37 UTC 2019  201  18  30  
Thu Feb 14 05:45:48 UTC 2019  201  26  44  
Thu Feb 14 05:45:59 UTC 2019  201  29  33  
Thu Feb 14 05:46:11 UTC 2019  201  31  33  
Thu Feb 14 05:46:22 UTC 2019  201  35  42  
Thu Feb 14 05:46:33 UTC 2019  201  28  24  
Thu Feb 14 05:46:44 UTC 2019  201  33  29  
